0x2030: "‰"
0xffbaa: "󿮪"
0xffbab: "󿮫"
0xffbac: "󿮬"
0xffbad: "󿮭"
0xffbae: "󿮮"
0xffbaf: "󿮯"
0xffbb0: "󿮰"
0xffbb1: "󿮱"
0xffbb2: "󿮲"
0xffbb3: "󿮳"
0xffbb4: "󿮴"
0xffbb5: "󿮵"
0xffbb6: "󿮶"
0xffbb7: "󿮷"
0xffbb8: "󿮸"
0xffbb9: "󿮹"
0xffbba: "󿮺"
0xffbbb: "󿮻"
0xffbbc: "󿮼"
0xffbbd: "󿮽"
0xffbbe: "󿮾"
0xffbbf: "󿮿"
0xffbc0: "󿯀"
0xffbc1: "󿯁"
0xffbc2: "󿯂"
0xffbc3: "󿯃"
0xffbc4: "󿯄"
0xffbc5: "󿯅"
0xffbc6: "󿯆"
0xffbc7: "󿯇"
0xffbc8: "󿯈"
0xffbc9: "󿯉"
0xffbca: "󿯊"
0xffbcb: "󿯋"
0xffbcc: "󿯌"
0xffbcd: "󿯍"
0xffbce: "󿯎"
0xffbcf: "󿯏"
0xffbd0: "󿯐"
0xffbd1: "󿯑"
0xffbd2: "󿯒"
0xffbd3: "󿯓"
0xffbd4: "󿯔"
0xffbd5: "󿯕"
0xffbd6: "󿯖"
0xffbd7: "󿯗"
0xffbd8: "󿯘"
0xffbd9: "󿯙"
0xffbda: "󿯚"
0xffbdb: "󿯛"
0xffbdc: "󿯜"
0xffbdd: "󿯝"
0xffbde: "󿯞"
0xffbdf: "󿯟"
0xffbe0: "󿯠"
0xffbe1: "󿯡"
0xffbe2: "󿯢"
0xffbe3: "󿯣"
0xffbe4: "󿯤"
0xffbe5: "󿯥"
0xffbe6: "󿯦"
0xffbe7: "󿯧"
0xffbe8: "󿯨"
0xffbe9: "󿯩"
0xffbea: "󿯪"
0xffbeb: "󿯫"
0xffbec: "󿯬"
0xffbed: "󿯭"
0xffbee: "󿯮"
0xffbef: "󿯯"
0xffbf0: "󿯰"
0xffbf1: "󿯱"
0xffbf2: "󿯲"
0xffbf3: "󿯳"
0xffbf4: "󿯴"
0xffbf5: "󿯵"
0xffbf6: "󿯶"
0xffbf7: "󿯷"
0xffbf8: "󿯸"
0xffbf9: "󿯹"
0xffbfa: "󿯺"
0xffbfb: "󿯻"
0xffbfc: "󿯼"
0xffbfd: "󿯽"
0xffbfe: "󿯾"
0xffbff: "󿯿"
0xffc00: "󿰀"
0xffc01: "󿰁"
0xffc02: "󿰂"
0xffc03: "󿰃"
0xffc04: "󿰄"
0xffc05: "󿰅"
0xffc06: "󿰆"
0xffc07: "󿰇"
0xffc08: "󿰈"
0xffc09: "󿰉"
0xffc0a: "󿰊"
0xffc0b: "󿰋"
0xffc0c: "󿰌"
0xffc0d: "󿰍"
0xffc0e: "󿰎"
0xffc0f: "󿰏"
0xffc10: "󿰐"
0xffc11: "󿰑"
0xffc12: "󿰒"
0xffc13: "󿰓"
0xffc14: "󿰔"
0xffc15: "󿰕"
0xffc16: "󿰖"
0xffc17: "󿰗"
0xffc18: "󿰘"
0xffc19: "󿰙"
0xffc1a: "󿰚"
0xffc1b: "󿰛"
0xffc1c: "󿰜"
0xffc1d: "󿰝"
0xffc1e: "󿰞"
0xffc1f: "󿰟"
0xffc20: "󿰠"
0xffc21: "󿰡"
0xffc22: "󿰢"
0xffc23: "󿰣"
0xffc24: "󿰤"
0xffc25: "󿰥"
0xffc26: "󿰦"
0xffc27: "󿰧"
0xffc28: "󿰨"
0xffc29: "󿰩"
0xffc2a: "󿰪"
0xffc2b: "󿰫"
0xffc2c: "󿰬"
0xffc2d: "󿰭"
0xffc2e: "󿰮"
0xffc2f: "󿰯"
0xffc30: "󿰰"
0xffc31: "󿰱"
0xffc32: "󿰲"
0xffc33: "󿰳"
0xffc34: "󿰴"
0xffc35: "󿰵"
0xffc36: "󿰶"
0xffc37: "󿰷"
0xffc38: "󿰸"
0xffc39: "󿰹"
0xffc3a: "󿰺"
0xffc3b: "󿰻"
0xffc3c: "󿰼"
0xffc3d: "󿰽"
0xffc3e: "󿰾"
0xffc3f: "󿰿"
0xffc40: "󿱀"
0xffc41: "󿱁"
0xffc42: "󿱂"
0xffc43: "󿱃"
0xffc44: "󿱄"
0xffc45: "󿱅"
0xffc46: "󿱆"
0xffc47: "󿱇"
0xffc48: "󿱈"
0xffc49: "󿱉"
0xffc4a: "󿱊"
0xffc4b: "󿱋"
0xffc4c: "󿱌"
0xffc4d: "󿱍"
0xffc4e: "󿱎"
0xffc4f: "󿱏"
0xffc50: "󿱐"
0xffc51: "󿱑"
0xffc52: "󿱒"
0xffc53: "󿱓"
0xffc54: "󿱔"
0xffc55: "󿱕"
0xffc56: "󿱖"
0xffc57: "󿱗"
0xffc58: "󿱘"
0xffc59: "󿱙"
0xffc5a: "󿱚"
0xffc5b: "󿱛"
0xffc5c: "󿱜"
0xffc5d: "󿱝"
0xffc5e: "󿱞"
0xffc5f: "󿱟"
0xffc60: "󿱠"
0xffc61: "󿱡"
0xffc62: "󿱢"
0xffc63: "󿱣"
0xffc64: "󿱤"
0xffc65: "󿱥"
0xffc66: "󿱦"
0xffc67: "󿱧"
0xffc68: "󿱨"
0xffc69: "󿱩"
0xffc6a: "󿱪"
0xffc6b: "󿱫"
0xffc6c: "󿱬"
0xffc6d: "󿱭"
0xffc6e: "󿱮"
0xffc6f: "󿱯"
0xffc70: "󿱰"
0xffc71: "󿱱"
0xffc72: "󿱲"
0xffc73: "󿱳"
0xffc74: "󿱴"
0xffc75: "󿱵"
0xffc76: "󿱶"
0xffc77: "󿱷"
0xffc78: "󿱸"
0xffc79: "󿱹"
0xffc7a: "󿱺"
0xffc7b: "󿱻"
0xffc7c: "󿱼"
0xffc7d: "󿱽"
0xffc7e: "󿱾"
0xffc7f: "󿱿"
0xffc80: "󿲀"
0xffc81: "󿲁"
0xffc82: "󿲂"
0xffc83: "󿲃"
0xffc84: "󿲄"
0xffc85: "󿲅"
0xffc86: "󿲆"
0xffc87: "󿲇"
0xffc88: "󿲈"
0xffc89: "󿲉"
0xffc8a: "󿲊"
0xffc8b: "󿲋"
0xffc8c: "󿲌"
0xffc8d: "󿲍"
0xffc8e: "󿲎"
0xffc8f: "󿲏"
0xffc90: "󿲐"
0xffc91: "󿲑"
0xffc92: "󿲒"
0xffc93: "󿲓"
0xffc94: "󿲔"
0xffc95: "󿲕"
0xffc96: "󿲖"
0xffc97: "󿲗"
0xffc98: "󿲘"
0xffc99: "󿲙"
0xffc9a: "󿲚"
0xffc9b: "󿲛"
0xffc9c: "󿲜"
0xffc9d: "󿲝"
0xffc9e: "󿲞"
0xffc9f: "󿲟"
0xffca0: "󿲠"
0xffca1: "󿲡"
0xffca2: "󿲢"
0xffca3: "󿲣"
0xffca4: "󿲤"
0xffca5: "󿲥"
0xffca6: "󿲦"
0xffca7: "󿲧"
0xffca8: "󿲨"
0xffca9: "󿲩"
0xffcaa: "󿲪"
0xffcab: "󿲫"
0xffcac: "󿲬"
0xffcad: "󿲭"
0xffcae: "󿲮"
0xffcaf: "󿲯"
0xffcb0: "󿲰"
0xffcb1: "󿲱"
0xffcb2: "󿲲"
0xffcb3: "󿲳"
0xffcb4: "󿲴"
0xffcb5: "󿲵"
0xffcb6: "󿲶"
0xffcb7: "󿲷"
0xffcb8: "󿲸"
0xffcb9: "󿲹"
0xffcba: "󿲺"
0xffcbb: "󿲻"
0xffcbc: "󿲼"
0xffcbd: "󿲽"
0xffcbe: "󿲾"
0xffcbf: "󿲿"
0xffcc0: "󿳀"
0xffcc1: "󿳁"
0xffcc2: "󿳂"
0xffcc3: "󿳃"
0xffcc4: "󿳄"
0xffcc5: "󿳅"
0xffcc6: "󿳆"
0xffcc7: "󿳇"
0xffcc8: "󿳈"
0xffcc9: "󿳉"
0xffcca: "󿳊"
0xffccb: "󿳋"
0xffccc: "󿳌"
0xffccd: "󿳍"
0xffcce: "󿳎"
0xffccf: "󿳏"
0xffcd0: "󿳐"
0xffcd1: "󿳑"
0xffcd2: "󿳒"
0xffcd3: "󿳓"
0xffcd4: "󿳔"
0xffcd5: "󿳕"
0xffcd6: "󿳖"
0xffcd7: "󿳗"
0xffcd8: "󿳘"
0xffcd9: "󿳙"
0xffcda: "󿳚"
0xffcdb: "󿳛"
0xffcdc: "󿳜"
0xffcdd: "󿳝"
0xffcde: "󿳞"
0xffcdf: "󿳟"
0xffce0: "󿳠"
0xffce1: "󿳡"
0xffce2: "󿳢"
0xffce3: "󿳣"
0xffce4: "󿳤"
0xffce5: "󿳥"
0xffce6: "󿳦"
0xffce7: "󿳧"
0xffce8: "󿳨"
0xffce9: "󿳩"
0xffcea: "󿳪"
0xffceb: "󿳫"
0xffcec: "󿳬"
0xffced: "󿳭"
0xffcee: "󿳮"
0xffcef: "󿳯"
0xffcf0: "󿳰"
0xffcf1: "󿳱"
0xffcf2: "󿳲"
0xffcf3: "󿳳"
0xffcf4: "󿳴"
0xffcf5: "󿳵"
0xffcf6: "󿳶"
0xffcf7: "󿳷"
0xffcf8: "󿳸"
0xffcf9: "󿳹"
0xffcfa: "󿳺"
0xffcfb: "󿳻"
0xffcfc: "󿳼"
0xffcfd: "󿳽"
0xffcfe: "󿳾"
0xffcff: "󿳿"
0xffd00: "󿴀"
0xffd01: "󿴁"
0xffd02: "󿴂"
0xffd03: "󿴃"
0xffd04: "󿴄"
0xffd05: "󿴅"
0xffd06: "󿴆"
0xffd07: "󿴇"
0xffd08: "󿴈"
0xffd09: "󿴉"
0xffd0a: "󿴊"
0xffd0b: "󿴋"
0xffd0c: "󿴌"
0xffd0d: "󿴍"
0xffd0e: "󿴎"
0xffd0f: "󿴏"
0xffd10: "󿴐"
0xffd11: "󿴑"
0xffd12: "󿴒"
0xffd13: "󿴓"
0xffd14: "󿴔"
0xffd15: "󿴕"
0xffd16: "󿴖"
0xffd17: "󿴗"
0xffd18: "󿴘"
0xffd19: "󿴙"
0xffd1a: "󿴚"
0xffd1b: "󿴛"
0xffd1c: "󿴜"
0xffd1d: "󿴝"
0xffd1e: "󿴞"
0xffd1f: "󿴟"
0xffd20: "󿴠"
0xffd21: "󿴡"
0xffd22: "󿴢"
0xffd23: "󿴣"
0xffd24: "󿴤"
0xffd25: "󿴥"
0xffd26: "󿴦"
0xffd27: "󿴧"
0xffd28: "󿴨"
0xffd29: "󿴩"
0xffd2a: "󿴪"
0xffd2b: "󿴫"
0xffd2c: "󿴬"
0xffd2d: "󿴭"
0xffd2e: "󿴮"
0xffd2f: "󿴯"
0xffd30: "󿴰"
0xffd31: "󿴱"
0xffd32: "󿴲"
0xffd33: "󿴳"
0xffd34: "󿴴"
0xffd35: "󿴵"
0xffd36: "󿴶"
0xffd37: "󿴷"
0xffd38: "󿴸"
0xffd39: "󿴹"
0xffd3a: "󿴺"
0xffd3b: "󿴻"
0xffd3c: "󿴼"
0xffd3d: "󿴽"
0xffd3e: "󿴾"
0xffd3f: "󿴿"
0xffd40: "󿵀"
0xffd41: "󿵁"
0xffd42: "󿵂"
0xffd43: "󿵃"
0xffd44: "󿵄"
0xffd45: "󿵅"
0xffd46: "󿵆"
